year,mine.name,mine.state,countystr,mine.basin,mine.status,mine.type,company.type,operation.type,operating.company,operating.company.address,production.stons,average.employees,labor.hours,ARC
2008,Totz Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,16,"44,073",1
2008,Highsplint Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,23,"65,990",1
2008,Forester Creek Clean Coal Wash,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Fox Knob Coal Company Inc,"980 Hwy 3449, Coldiron, KY 40819",0,2,"6,985",1
2008,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,D&c Mining Corporation,"P.O. Box 148, Fries, VA 24330",0,3,"5,754",1
2008,No 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Old Virginia Services, L.L.C.","P.O. Box 1675, Ashland, VA 23005",0,10,"23,520",1
2008,K4 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","51 Grays Branch Road, Grays Knob, KY 40829","107,507",17,"45,494",1
2008,Huff Creek No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282","831,120",114,"299,381",1
2008,No 18,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","98,560",21,"50,998",1
2008,Days Creek Stockpile,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282",0,3,"7,597",1
2008,"D & C Mining  Corp,",Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,D & C Mining Corp,"P.O. Box 148, Fries, VA 24330","232,796",23,"47,291",1
2008,Rb #10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Hwy 72, Pathfrok, KY 40863","49,880",23,"59,020",1
2008,Gracie Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,F&g Resources Llc,"P.O. Box 626, Middlesboro, KY 40965",43,25,"21,815",1
2008,No. 1 Wallins,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,K & D Mining,"P.O. Box 2561, Middlesboro, KY 40965","68,536",18,"35,688",1
2008,Rb #12,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","81,313",24,"57,288",1
2008,Mine #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Stillhouse Mining, Llc","P.O. Box 527, Benham, KY 40807","449,892",40,"105,245",1
2008,Panther Mine #4a,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Panther Mining, Llc","P.O. Box 527, Benham, KY 40807","192,063",33,"70,416",1
2008,P1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining,"8174 East Highway 72, Pathfork, KY 40863","60,146",19,"43,319",1
2008,C5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Rex Coal Company Inc.,"P.O. Box 269, Grays Knob, KY 40829","158,288",30,"77,735",1
2008,K6,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Llc,"P.O. Box 269, Grays Knob, KY 40829","27,076",22,"19,471",1
2008,Infinity #4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Infinity Energy Incorporated,"P.O. Box 838, Middlesboro, KY 40965","53,234",17,"19,972",1
2008,Sequoia Preparation Facility,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Sequoia Energy Llc,"North 19th St. Ext., Middlesboro, KY 40965",0,22,"70,302",1
2008,Clover Loadout,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Bledsoe Coal Corporation,"Route 2008 Box 351A, Big Laurel, KY 40808",0,10,"39,316",1
2008,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Stillhouse Mining Llc,"P.O. Box 527, Benham, KY 40807","657,748",86,"224,068",1
2008,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cave Spur Coal Llc,"P.O. Box 527, Benham, KY 40807","407,095",39,"100,471",1
2008,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Panther Mining Llc,"P.O. Box 527, Benham, KY 40807","538,070",78,"207,854",1
2008,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cloverlick Coal Company Llc,"P.O. Box 527, Benham, KY 40807","639,114",79,"208,392",1
2008,Clover Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St. Charles, VA 24282","1,216,464",116,"305,369",1
2008,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Powell Mountain Energy Llc,"Rt. 1 Box 140, St. Charles, VA 24282","24,477",15,"23,741",1
2008,Liggett #6,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Liggett Mining Llc,"P.O. Box 838, Middlesboro, KY 40965","58,963",28,"38,342",1
2008,Rb #4,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 E Hwy 72, Pathfork, KY 40863","56,579",20,"45,734",1
2008,C3,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","General Delivery, Grays Knob, KY 40829","21,199",14,"26,193",1
2008,K3,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","68,069",23,"59,010",1
2008,No. 2,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"A & M Coal Co., Inc.","P.O. Box 609, Pennington Ga, VA 24277","118,477",33,"51,383",1
2008,Liggett #4a,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,Liggett Mining Llc,"North 19th Street, Middlesboro, KY 40965","103,075",41,"60,014",1
2008,Bardo #1,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Bardo Mining Llc,"North 19th Street, Middlesboro, KY 40965",139,7,"1,702",1
2007,Highsplint,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Parton Bros. Contracting Inc.,"P.O. Box 159, Middlesboro, KY 40965","162,791",29,"48,653",1
2007,Liggett #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"P.O. Box 838, Middlesboro, KY 40965","64,625",29,"57,083",1
2007,Liggett #4a,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"North 19th Street, Middlesboro, KY 40965","198,091",43,"112,006",1
2007,Liggett #5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"P.O. Box 838, Middlesboro, KY 40965","348,862",59,"155,760",1
2007,Darby Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282","647,377",105,"271,541",1
2007,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Company Inc,"8174 E Hwy 72, Pathfork, KY 40863",0,25,"61,414",1
2007,Rb #4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","104,596",25,"63,249",1
2007,Totz Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,15,"40,314",1
2007,Highsplint Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,22,"65,871",1
2007,C3 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","General Delivery, Grays Knob, KY 40829","61,828",20,"47,667",1
2007,Forester Creek Clean Coal Wash,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,New Coal Company Inc,"980 Hwy 3449, Coldiron, KY 40819",0,1,"2,008",1
2007,No 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Old Virginia Services, L.L.C.","P.O. Box 1675, Ashland, VA 23005",0,10,"23,520",1
2007,K4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","51 Grays Branch Road, Grays Knob, KY 40829","76,319",14,"36,307",1
2007,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Stillhouse Mining Llc,"P.O. Box 527, Benham, KY 40807","605,990",73,"200,135",1
2007,Huff Creek No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282","611,493",104,"280,679",1
2007,No 18,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","94,883",21,"57,332",1
2007,Days Creek Stockpile,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282",0,3,"7,560",1
2007,"D & C Mining  Corp,",Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,D & C Mining Corp,"P.O. Box 148, Fries, VA 24330","147,478",22,"41,109",1
2007,Rb #10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Hwy 72, Pathfrok, KY 40863","59,964",23,"61,349",1
2007,K3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","106,927",22,"60,679",1
2007,No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"A & M Coal Co., Inc.","P.O. Box 609, Pennington Ga, VA 24277","91,087",27,"56,171",1
2007,Rb #12,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","124,233",23,"55,541",1
2007,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Conshor Mining Llc,"P.O. Box J, Cumberland, KY 40823","205,282",30,"49,420",1
2007,Mine #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Stillhouse Mining, Llc","P.O. Box 527, Benham, KY 40807","409,499",37,"99,229",1
2007,No 3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,A & M Coal Co Inc,"P.O. Box 609, Pennington Ga, VA 24277","60,589",14,"30,087",1
2007,P1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining,"8174 East Highway 72, Pathfork, KY 40863","2,482",11,"5,279",1
2007,C5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Rex Coal Company Inc.,"P.O. Box 269, Grays Knob, KY 40829","40,641",19,"21,650",1
2007,Sequoia Preparation Facility,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Sequoia Energy Llc,"North 19th St. Ext., Middlesboro, KY 40965",0,23,"62,118",1
2007,Clover Loadout,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Bledsoe Coal Corporation,"Route 2008 Box 351A, Big Laurel, KY 40808",0,10,"27,099",1
2007,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cave Spur Coal Llc,"P.O. Box 527, Benham, KY 40807","333,617",36,"92,280",1
2007,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Panther Mining Llc,"P.O. Box 527, Benham, KY 40807","580,854",70,"180,436",1
2007,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cloverlick Coal Company Llc,"P.O. Box 527, Benham, KY 40807","797,911",69,"182,656",1
2007,Clover Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St. Charles, VA 24282","1,186,166",106,"271,017",1
2007,Mine #2,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Orion Resources Inc.,"159 Quarry Rd., Speedwell, TN 37870","82,106",31,"51,862",1
2007,Bardo #1,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Bardo Mining Llc,"North 19th Street, Middlesboro, KY 40965","220,236",49,"138,853",1
2007,Timber Tree #9,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,"Parton Bros. Contracting, Inc.","P.O. Box 159, Middlesboro, KY 40965","18,135",12,"12,648",1
2007,# 1,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"RandyD, Llc","P.O. Box 359, Mary Alice, KY 40964","23,578",13,"13,855",1
2007,No. 1 Wallins,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Rex Coal Co. Inc.,"51 Grays Branch Road, Grays Knob, KY 40829","32,875",14,"26,740",1
2007,Rb #11,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Co Inc,"8174 East Hwy 72, Brookside, KY 40801","12,362",12,"17,483",1
2007,Panther Mine #4a,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Panther Mining, Llc","P.O. Box 2561, Middlesboro, KY 40965","88,717",25,"46,624",1
2007,Dte Clover,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Dte Clover Llc,"2680 West Hwy 221, Bledsoe, KY 40810",0,3,"8,498",1
2007,Darby #2,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","Rt. 1 Box 140, St. Charles, VA 24282","283,386",84,"150,621",1
2007,Liggett #2,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,Liggett Mining Llc,"P.O. Box 2218, Middlesboro, KY 40965","37,484",28,"34,434",1
2007,No. 19,Kentucky (East),Harlan,Appalachia Central,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","76,956",19,"50,202",1
2006,Clover Loadout,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Preparation Plant,Bledsoe Coal Corporation,"Route 2008 Box 351A, Big Laurel, KY 40808",0,9,"24,161",1
2006,Mine #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Orion Resources Inc.,"159 Quarry Rd., Speedwell, TN 37870","106,241",24,"51,077",1
2006,Highsplint,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Parton Bros. Contracting Inc.,"P.O. Box 159, Middlesboro, KY 40965","168,620",25,"40,880",1
2006,Mine No 3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,H & D Mining Inc,"P.O. Box J, Cumberland, KY 40823","156,725",26,"37,220",1
2006,Bardo #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Bardo Mining Llc,"North 19th St. Extension, Middlesboro, KY 40965","206,791",58,"153,862",1
2006,Liggett #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"P.O. Box 837, Middlesboro, KY 40965","219,688",64,"167,849",1
2006,Liggett #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"P.O. Box 838, Middlesboro, KY 40965","247,870",64,"171,429",1
2006,Liggett #4a,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"North 19th Street, Middlesboro, KY 40965","98,574",33,"68,650",1
2006,Darby Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","688,902",102,"268,849",1
2006,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Company Inc,"8174 E Hwy 72, Pathfork, KY 40863",0,22,"54,771",1
2006,Rb #4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","130,585",21,"57,438",1
2006,Totz Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,12,"38,668",1
2006,Highsplint Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,19,"54,374",1
2006,C3 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","General Delivery, Grays Knob, KY 40829","73,087",16,"41,907",1
2006,Forester Creek Clean Coal Wash,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,New Coal Company Inc,"980 Hwy 3449, Coldiron, KY 40819",0,1,"1,211",1
2006,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,D&c Mining Corporation,"P.O. Box 148, Fries, VA 24330",0,4,"9,606",1
2006,No 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Old Virginia Services, L.L.C.","P.O. Box 1675, Ashland, VA 23005",0,11,"24,098",1
2006,K4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","51 Grays Branch Road, Grays Knob, KY 40829","77,962",11,"30,321",1
2006,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Stillhouse Mining Llc,"P.O. Box 527, Benham, KY 40807","519,781",76,"180,396",1
2006,Huff Creek No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","835,591",142,"391,935",1
2006,No 18,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","96,778",17,"51,259",1
2006,No. 19,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","107,281",19,"52,815",1
2006,Days Creek Stockpile,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282",0,3,"7,116",1
2006,"D & C Mining  Corp,",Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,D & C Mining Corp,"P.O. Box 148, Fries, VA 24330","135,771",28,"47,382",1
2006,# 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"RandyD, Llc","P.O. Box 359, Mary Alice, KY 40964","63,681",15,"28,585",1
2006,Rb #10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Hwy 72, Pathfrok, KY 40863","57,843",21,"52,928",1
2006,K3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","98,650",19,"52,186",1
2006,No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"A & M Coal Co., Inc.","P.O. Box 609, Pennington Ga, VA 24277","181,062",38,"76,089",1
2006,No. 1 Wallins,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Rex Coal Co. Inc.,"51 Grays Branch Road, Grays Knob, KY 40829","90,692",18,"52,423",1
2006,Rb #12,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","143,452",21,"56,942",1
2006,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Conshor Mining Llc,"P.O. Box J, Cumberland, KY 40823","6,331",7,"5,684",1
2006,Mine #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Stillhouse Mining, Llc","P.O. Box 527, Benham, KY 40807","494,414",35,"88,753",1
2006,No 3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,A & M Coal Co Inc,"P.O. Box 609, Pennington Ga, VA 24277","5,176",10,"3,400",1
2006,Sequoia Preparation Facility,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Sequoia Energy Llc,"North 19th St. Ext., Middlesboro, KY 40965",0,28,"75,692",1
2006,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cave Spur Coal Llc,"P.O. Box 527, Benham, KY 40807","338,320",38,"88,065",1
2006,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Parton Bros. Contracting Inc.,"P.O. Box 527, Benham, KY 40807","486,605",65,"154,950",1
2006,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cloverlick Coal Company Llc,"P.O. Box 527, Benham, KY 40807","819,896",70,"163,835",1
2006,Clover Fork No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Lone Mountain Processing, Inc.","Drawer C, St. Charles, VA 24282","960,832",85,"217,855",1
2006,Darby #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","1876, Yellow Creek Road, Sassafrass, KY 41759","327,348",76,"182,108",1
2006,Darby Mine No 1,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Kentucky Darby Llc,"P.O. Box 2561, Middlesboro, KY 40965","92,660",17,"34,918",1
2006,Rebco Mine #6,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Rebco Coal Inc,"3002 West Hwy. 190, Pineville, KY 40977","3,461",18,"14,976",1
2006,Dte Clover,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Operating Subsidiary,Preparation Plant,Dte Clover Llc,"2680 West Hwy 221, Bledsoe, KY 40810",0,7,"16,208",1
2006,Bardo #2,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,Bardo Mining Llc,"North 19th Street, Middlesboro, KY 40965","28,564",25,"15,059",1
2006,Limestone Mine,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","Rt 1 Box 140 /Childs Creek Roa, St. Charles, VA 24282","150,092",36,"48,900",1
2006,Rebco Coal #5,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Rebco Coal Inc,"3002 West Hy 190, Pineville, KY 40977","59,072",30,"53,232",1
2005,Clover Loadout,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Preparation Plant,Bledsoe Coal Corporation,"Route 2008 Box 351A, Big Laurel, KY 40808",0,10,"25,362",1
2005,Darby Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Kentucky Darby Llc,"P.O. Box 2561, Middlesboro, KY 40965","188,052",33,"76,375",1
2005,Highsplint,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Parton Bros. Contracting Inc.,"P.O. Box 159, Middlesboro, KY 40965","148,495",24,"35,601",1
2005,Mine No 3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,H & D Mining Inc,"P.O. Box J, Cumberland, KY 40823","209,927",33,"46,356",1
2005,Bardo #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Bardo Mining Llc,"North 19th St. Extension, Middlesboro, KY 40965","352,909",66,"176,146",1
2005,Liggett #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"P.O. Box 837, Middlesboro, KY 40965","270,922",65,"171,048",1
2005,Bardo #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Bardo Mining Llc,"North 19th Street, Middlesboro, KY 40965","75,548",22,"32,389",1
2005,Liggett #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"P.O. Box 838, Middlesboro, KY 40965","89,940",30,"61,125",1
2005,Mine #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"Stillhouse Mining, Llc","P.O. Box 1226, Norton, VA 24273","235,146",27,"44,096",1
2005,Darby Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","661,494",97,"250,294",1
